ID	altID	Group	ClassUpper	ClassLower
R-RNO-432722	Golgi Associated Vesicle Biogenesis	Reactome	Vesicle-mediated transport	Membrane Trafficking
R-RNO-433137	Sodium-coupled sulphate, di- and tri-carboxylate transporters	Reactome	Transmembrane transport of small molecules	SLC-mediated transmembrane transport
R-RNO-433692	Proton-coupled monocarboxylate transport	Reactome	Transmembrane transport of small molecules	SLC-mediated transmembrane transport
R-RNO-434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	Reactome	Metabolism	Integration of energy metabolism
R-RNO-435368	Zinc efflux and compartmentalization by the SLC30 family	Reactome	Transmembrane transport of small molecules	SLC-mediated transmembrane transport
R-RNO-437239	Recycling pathway of L1	Reactome	Developmental Biology	Axon guidance
R-RNO-438066	Unblocking of NMDA receptor, glutamate binding and activation	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-RNO-4420097	VEGFA-VEGFR2 Pathway	Reactome	Signal Transduction	Signaling by VEGF
R-RNO-442380	Zinc influx into cells by the SLC39 gene family	Reactome	Transmembrane transport of small molecules	SLC-mediated transmembrane transport
R-RNO-442660	Na+/Cl- dependent neurotransmitter transporters	Reactome	Transmembrane transport of small molecules	SLC-mediated transmembrane transport
R-RNO-442717	CREB phosphorylation through the activation of CaMKK	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-442720	CREB phosphorylation through the activation of Adenylate Cyclase	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-442729	CREB phosphorylation through the activation of CaMKII	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-442742	CREB phosphorylation through the activation of Ras	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-442745	Activation of CaMK IV	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-442982	Ras activation uopn Ca2+ infux through NMDA receptor	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-444209	Free fatty acid receptors	Reactome	Signal Transduction	Signaling by GPCR
R-RNO-444257	RSK activation	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-444411	Rhesus glycoproteins mediate ammonium transport.	Reactome	Transmembrane transport of small molecules	SLC-mediated transmembrane transport
R-RNO-444473	Formyl peptide receptors bind formyl peptides and many other ligands	Reactome	Signal Transduction	Signaling by GPCR
R-RNO-444821	Relaxin receptors	Reactome	Signal Transduction	Signaling by GPCR
R-RNO-445095	Interaction between L1 and Ankyrins	Reactome	Developmental Biology	Axon guidance
R-RNO-445144	Signal transduction by L1	Reactome	Developmental Biology	Axon guidance
R-RNO-445355	Smooth Muscle Contraction	Reactome	Muscle contraction	Muscle contraction
R-RNO-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	Reactome	Immune System	Innate Immune System
R-RNO-446107	Type I hemidesmosome assembly	Reactome	Cell-Cell communication	Cell junction organization
R-RNO-446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-446199	Synthesis of Dolichyl-phosphate	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-446205	Synthesis of GDP-mannose	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-446210	Synthesis of UDP-N-acetyl-glucosamine	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	Reactome	Cell-Cell communication	Cell junction organization
R-RNO-446353	Cell-extracellular matrix interactions	Reactome	Cell-Cell communication	Cell junction organization
R-RNO-446388	Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	Reactome	Cell-Cell communication	Cell junction organization
R-RNO-446652	Interleukin-1 signaling	Reactome	Immune System	Cytokine Signaling in Immune system
R-RNO-447038	NrCAM interactions	Reactome	Developmental Biology	Axon guidance
R-RNO-447041	CHL1 interactions	Reactome	Developmental Biology	Axon guidance
R-RNO-447043	Neurofascin interactions	Reactome	Developmental Biology	Axon guidance
R-RNO-448706	Interleukin-1 processing	Reactome	Immune System	Cytokine Signaling in Immune system
R-RNO-450294	MAP kinase activation in TLR cascade	Reactome	Immune System	Innate Immune System
R-RNO-450302	activated TAK1 mediates p38 MAPK activation	Reactome	Immune System	Innate Immune System
R-RNO-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Reactome	Immune System	Innate Immune System
R-RNO-450341	Activation of the AP-1 family of transcription factors	Reactome	Immune System	Innate Immune System
R-RNO-450385	Butyrate Response Factor 1 (BRF1) destabilizes mRNA	Reactome	Gene Expression	Regulation of mRNA stability by proteins that bind AU-rich elements
R-RNO-450408	AUF1 (hnRNP D0) destabilizes mRNA	Reactome	Gene Expression	Regulation of mRNA stability by proteins that bind AU-rich elements
R-RNO-450513	Tristetraprolin (TTP) destabilizes mRNA	Reactome	Gene Expression	Regulation of mRNA stability by proteins that bind AU-rich elements
R-RNO-450520	HuR stabilizes mRNA	Reactome	Gene Expression	Regulation of mRNA stability by proteins that bind AU-rich elements
R-RNO-450604	KSRP destabilizes mRNA	Reactome	Gene Expression	Regulation of mRNA stability by proteins that bind AU-rich elements
R-RNO-451307	Activation of Na-permeable Kainate Receptors	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-451308	Activation of Ca-permeable Kainate Receptor	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-451927	Interleukin-2 signaling	Reactome	Immune System	Cytokine Signaling in Immune system
R-RNO-452723	Transcriptional regulation of pluripotent stem cells	Reactome	Developmental Biology	Developmental Biology
R-RNO-456926	Thrombin signalling through proteinase activated receptors (PARs)	Reactome	Hemostasis	Platelet activation, signaling and aggregation
R-RNO-4608870	Asymmetric localization of PCP proteins	Reactome	Signal Transduction	Signaling by Wnt
R-RNO-4641257	degradation of AXIN	Reactome	Signal Transduction	Signaling by Wnt
R-RNO-4641258	degradation of DVL	Reactome	Signal Transduction	Signaling by Wnt
R-RNO-4641262	disassembly of the destruction complex and recruitment of AXIN to the membrane	Reactome	Signal Transduction	Signaling by Wnt
R-RNO-4641263	regulation of FZD by ubiquitination	Reactome	Signal Transduction	Signaling by Wnt
R-RNO-4641265	repression of WNT target genes	Reactome	Signal Transduction	Signaling by Wnt
R-RNO-480985	Synthesis of dolichyl-phosphate-glucose	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-499943	Synthesis and interconversion of nucleotide di- and triphosphates	Reactome	Metabolism	Metabolism of nucleotides
R-RNO-500657	Presynaptic function of Kainate receptors	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-500753	Pyrimidine biosynthesis	Reactome	Metabolism	Metabolism of nucleotides
R-RNO-5099900	WNT5A-dependent internalization of FZD4	Reactome	Signal Transduction	Signaling by Wnt
R-RNO-512988	Interleukin-3, 5 and GM-CSF signaling	Reactome	Immune System	Cytokine Signaling in Immune system
R-RNO-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	Reactome	Signal Transduction	Signaling by Wnt
R-RNO-5173214	O-glycosylation of TSR domain-containing proteins	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-5213460	RIPK1-mediated regulated necrosis	Reactome	Programmed Cell Death	Regulated Necrosis
R-RNO-5218900	CASP8 activity is inhibited	Reactome	Programmed Cell Death	Regulated Necrosis
R-RNO-5218920	VEGFR2 mediated vascular permeability	Reactome	Signal Transduction	Signaling by VEGF
R-RNO-5218921	VEGFR2 mediated cell proliferation	Reactome	Signal Transduction	Signaling by VEGF
R-RNO-5221030	TET1,2,3 and TDG demethylate DNA	Reactome	Gene Expression	Epigenetic regulation of gene expression
R-RNO-5223345	Miscellaneous transport and binding events	Reactome	Transmembrane transport of small molecules	Transmembrane transport of small molecules
R-RNO-532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-5334118	DNA methylation	Reactome	Gene Expression	Epigenetic regulation of gene expression
R-RNO-535734	Fatty acid, triacylglycerol, and ketone body metabolism	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-5357572	Lysosomal glycogen catabolism	Reactome	Metabolism	Metabolism of carbohydrates
R-RNO-5357786	TNFR1-induced proapoptotic signaling	Reactome	Signal Transduction	Death Receptor Signalling
R-RNO-5358346	Hedgehog ligand biogenesis	Reactome	Signal Transduction	Signaling by Hedgehog
R-RNO-5358493	Synthesis of diphthamide-EEF2	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	Reactome	DNA Repair	Mismatch Repair
R-RNO-5358606	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	Reactome	DNA Repair	Mismatch Repair
R-RNO-5362517	Signaling by Retinoic Acid	Reactome	Signal Transduction	Signal Transduction
R-RNO-5362798	Release of Hh-Np from the secreting cell	Reactome	Signal Transduction	Signaling by Hedgehog
R-RNO-5365859	RA biosynthesis pathway	Reactome	Signal Transduction	Signaling by Retinoic Acid
R-RNO-5368286	Mitochondrial translation initiation	Reactome	Organelle biogenesis and maintenance	Mitochondrial translation
R-RNO-5368598	negative regulation of TCF-dependent signaling by DVL-interacting proteins	Reactome	Signal Transduction	Signaling by Wnt
R-RNO-5389840	Mitochondrial translation elongation	Reactome	Organelle biogenesis and maintenance	Mitochondrial translation
R-RNO-5419276	Mitochondrial translation termination	Reactome	Organelle biogenesis and maintenance	Mitochondrial translation
R-RNO-5423646	Aflatoxin activation and detoxification	Reactome	Metabolism	Biological oxidations
R-RNO-549127	Organic cation transport	Reactome	Transmembrane transport of small molecules	SLC-mediated transmembrane transport
R-RNO-5578749	Transcriptional regulation by small RNAs	Reactome	Gene Expression	Regulatory RNA pathways
R-RNO-5601884	PIWI-interacting RNA (piRNA) biogenesis	Reactome	Gene Expression	Regulatory RNA pathways
R-RNO-5607761	Dectin-1 mediated noncanonical NF-kB signaling	Reactome	Immune System	Innate Immune System
R-RNO-5607763	CLEC7A (Dectin-1) induces NFAT activation	Reactome	Immune System	Innate Immune System
R-RNO-5607764	CLEC7A (Dectin-1) signaling	Reactome	Immune System	Innate Immune System
R-RNO-561048	Organic anion transport	Reactome	Transmembrane transport of small molecules	SLC-mediated transmembrane transport
R-RNO-5610780	Degradation of GLI1 by the proteasome	Reactome	Signal Transduction	Signaling by Hedgehog
R-RNO-5610783	Degradation of GLI2 by the proteasome	Reactome	Signal Transduction	Signaling by Hedgehog
R-RNO-5610785	GLI3 is processed to GLI3R by the proteasome	Reactome	Signal Transduction	Signaling by Hedgehog
R-RNO-5610787	Hedgehog 'off' state	Reactome	Signal Transduction	Signaling by Hedgehog
R-RNO-5617833	Assembly of the primary cilium	Reactome	Organelle biogenesis and maintenance	Organelle biogenesis and maintenance
R-RNO-5620912	Anchoring of the basal body to the plasma membrane	Reactome	Organelle biogenesis and maintenance	Assembly of the primary cilium
R-RNO-5620916	VxPx cargo-targeting to cilium	Reactome	Organelle biogenesis and maintenance	Assembly of the primary cilium
R-RNO-5620922	BBSome-mediated cargo-targeting to cilium	Reactome	Organelle biogenesis and maintenance	Assembly of the primary cilium
R-RNO-5620924	Intraflagellar transport	Reactome	Organelle biogenesis and maintenance	Assembly of the primary cilium
R-RNO-5621480	Dectin-2 family	Reactome	Immune System	Innate Immune System
R-RNO-5621575	CD209 (DC-SIGN) signaling	Reactome	Immune System	Innate Immune System
R-RNO-5624138	Trafficking of myristoylated proteins to the cilium	Reactome	Organelle biogenesis and maintenance	Assembly of the primary cilium
R-RNO-5624958	ARL13B-mediated ciliary trafficking of INPP5E	Reactome	Organelle biogenesis and maintenance	Assembly of the primary cilium
R-RNO-5625740	RHO GTPases activate PKNs	Reactome	Signal Transduction	Signaling by Rho GTPases
R-RNO-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	Reactome	Signal Transduction	Signaling by Rho GTPases
R-RNO-5625900	RHO GTPases activate CIT	Reactome	Signal Transduction	Signaling by Rho GTPases
R-RNO-5625970	RHO GTPases activate KTN1	Reactome	Signal Transduction	Signaling by Rho GTPases
R-RNO-5626467	RHO GTPases activate IQGAPs	Reactome	Signal Transduction	Signaling by Rho GTPases
R-RNO-5627083	RHO GTPases regulate CFTR trafficking	Reactome	Signal Transduction	Signaling by Rho GTPases
R-RNO-5627117	RHO GTPases Activate ROCKs	Reactome	Signal Transduction	Signaling by Rho GTPases
R-RNO-5627123	RHO GTPases activate PAKs	Reactome	Signal Transduction	Signaling by Rho GTPases
R-RNO-5628897	TP53 Regulates Metabolic Genes	Reactome	Gene Expression	Generic Transcription Pathway
R-RNO-5632681	Ligand-receptor interactions	Reactome	Signal Transduction	Signaling by Hedgehog
R-RNO-5632684	Hedgehog 'on' state	Reactome	Signal Transduction	Signaling by Hedgehog
R-RNO-5635838	Activation of SMO	Reactome	Signal Transduction	Signaling by Hedgehog
R-RNO-5649702	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	Reactome	DNA Repair	Base Excision Repair
R-RNO-5651801	PCNA-Dependent Long Patch Base Excision Repair	Reactome	DNA Repair	Base Excision Repair
R-RNO-5652227	Fructose biosynthesis	Reactome	Metabolism	Metabolism of carbohydrates
R-RNO-5653890	Lactose synthesis	Reactome	Metabolism	Metabolism of carbohydrates
R-RNO-5654219	Phospholipase C-mediated cascade: FGFR1	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654221	Phospholipase C-mediated cascade; FGFR2	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654227	Phospholipase C-mediated cascade; FGFR3	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654228	Phospholipase C-mediated cascade; FGFR4	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654688	SHC-mediated cascade:FGFR1	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654689	PI-3K cascade:FGFR1	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654693	FRS-mediated FGFR1 signaling	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654695	PI-3K cascade:FGFR2	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654699	SHC-mediated cascade:FGFR2	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654700	FRS-mediated FGFR2 signaling	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654704	SHC-mediated cascade:FGFR3	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654706	FRS-mediated FGFR3 signaling	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654710	PI-3K cascade:FGFR3	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654712	FRS-mediated FGFR4 signaling	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654719	SHC-mediated cascade:FGFR4	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654720	PI-3K cascade:FGFR4	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654726	Negative regulation of FGFR1 signaling	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654727	Negative regulation of FGFR2 signaling	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654732	Negative regulation of FGFR3 signaling	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-5654733	Negative regulation of FGFR4 signaling	Reactome	Signal Transduction	Signaling by FGFR
