V1	V1.name	V2	V2.name	SINGLE_REPEAT_TYPE	TYPE	support	interest	Padj	UniProtID	treatment	DOSE_LEVEL	SACRIFICE_PERIOD	Change	ID
phenylanthranilic_acid	phenylanthranilic_acid	Change..eosinophilic	Change, eosinophilic	Single	pheno2chem	NA	NA	NA	NA	Liver_phenylanthranilic_acid_Low_6hr_Single	Low	6 hr	NA	A3217
phenylanthranilic_acid	phenylanthranilic_acid	Change..eosinophilic	Change, eosinophilic	Single	pheno2chem	NA	NA	NA	NA	Liver_phenylanthranilic_acid_High_9hr_Single	High	9 hr	NA	A3216
tamoxifen	tamoxifen	Change..eosinophilic	Change, eosinophilic	Repeat	pheno2chem	NA	NA	NA	NA	Liver_tamoxifen_High_29day_Repeat	High	29 day	NA	A3298
ethionamide	ethionamide	Change..eosinophilic	Change, eosinophilic	Single	pheno2chem	NA	NA	NA	NA	Liver_ethionamide_High_9hr_Single	High	9 hr	NA	A2713
R-RNO-71032	Propionyl-CoA catabolism	Change..eosinophilic	Change, eosinophilic	Single	pheno2reactome	0.00800711743772242	0.124170074892442	NA	NA	NA	NA	NA	NA	A913
R-RNO-1227986	Signaling by ERBB2	Change..eosinophilic	Change, eosinophilic	Single	pheno2reactome	0.0115658362989324	0.0652122636108401	NA	NA	NA	NA	NA	NA	A1241
phenylanthranilic_acid	phenylanthranilic_acid	Change..eosinophilic	Change, eosinophilic	Single	pheno2chem	NA	NA	NA	NA	Liver_phenylanthranilic_acid_High_24hr_Single	High	24 hr	NA	A3213
omeprazole	omeprazole	Change..eosinophilic	Change, eosinophilic	Single	pheno2chem	NA	NA	NA	NA	Liver_omeprazole_Low_9hr_Single	Low	9 hr	NA	A3163
omeprazole	omeprazole	Change..eosinophilic	Change, eosinophilic	Single	pheno2chem	NA	NA	NA	NA	Liver_omeprazole_High_9hr_Single	High	9 hr	NA	A3161
ethionine	ethionine	Change..eosinophilic	Change, eosinophilic	Single	pheno2chem	NA	NA	NA	NA	Liver_ethionine_High_24hr_Single	High	24 hr	NA	A2736
Cellular.infiltration	Cellular infiltration	Change..eosinophilic	Change, eosinophilic	Repeat	pheno2pheno	0.0124555160142349	NA	NA	NA	NA	NA	NA	NA	A17224
R-RNO-77108	Utilization of Ketone Bodies	Change..eosinophilic	Change, eosinophilic	Repeat	pheno2reactome	0.00533807829181495	0.239298423995933	NA	NA	NA	NA	NA	NA	A1522
R-RNO-3371571	HSF1-dependent transactivation	Change..eosinophilic	Change, eosinophilic	Repeat	pheno2reactome	0.00444839857651246	0.0653476016239787	NA	NA	NA	NA	NA	NA	A1593
R-RNO-1358803	Downregulation of ERBB2:ERBB3 signaling	Change..eosinophilic	Change, eosinophilic	Repeat	pheno2reactome	0.0115658362989324	0.0690750558823767	NA	NA	NA	NA	NA	NA	A2095
R-RNO-2029485	Role of phospholipids in phagocytosis	Change..eosinophilic	Change, eosinophilic	Repeat	pheno2reactome	0.00177935943060498	0.0125516976050784	NA	NA	NA	NA	NA	NA	A1455
MCH.pg.	mean corpuscular hemoglobin	Change..eosinophilic	Change, eosinophilic	Repeat	pheno2pheno	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A16732
R-RNO-166662	Lectin pathway of complement activation	Change..eosinophilic	Change, eosinophilic	Single	pheno2reactome	0.00177935943060498	0.0503510628065788	NA	NA	NA	NA	NA	NA	A62
Proliferation..Kupffer.cell	Proliferation, Kupffer cell	Change..eosinophilic	Change, eosinophilic	Repeat	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A16535
LDH.IU.L.	lactate dehydrogenase	Change..eosinophilic	Change, eosinophilic	Repeat	pheno2pheno	0.0115658362989324	NA	NA	NA	NA	NA	NA	NA	A17282
R-RNO-879518	Transport of organic anions	Change..eosinophilic	Change, eosinophilic	Repeat	pheno2reactome	0.0124555160142349	0.144564343932958	NA	NA	NA	NA	NA	NA	A1971
bortezomib	bortezomib	Change..eosinophilic	Change, eosinophilic	Single	pheno2chem	NA	NA	NA	NA	Liver_bortezomib_High_6hr_Single	High	6 hr	NA	A2422
BSK_4H_Eotaxin3_down	BSK_4H_Eotaxin3_down	chemotactic factor	chemotactic factor	NA	Toxcast2Biospace	NA	NA	NA	NA	NA	NA	NA	NA	A19996
BSK_4H_Eotaxin3_up	BSK_4H_Eotaxin3_up	chemotactic factor	chemotactic factor	NA	Toxcast2Biospace	NA	NA	NA	NA	NA	NA	NA	NA	A19997
NVS_MP_hPBR	NVS_MP_hPBR	cholesterol transporter	cholesterol transporter	NA	Toxcast2Biospace	NA	NA	NA	NA	NA	NA	NA	NA	A19942
chlorpheniramine	chlorpheniramine	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_chlorpheniramine_High_24hr_Single	High	24 hr	Increase	A8392
carbamazepine	carbamazepine	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_carbamazepine_Low_15day_Repeat	Low	15 day	Decrease	A8259
rifampicin	rifampicin	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_rifampicin_Middle_29day_Repeat	Middle	29 day	Increase	A11565
tamoxifen	tamoxifen	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_tamoxifen_Control_6hr_Single	Control	6 hr	Increase	A11721
ethinylestradiol	ethinylestradiol	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_ethinylestradiol_Low_6hr_Single	Low	6 hr	Increase	A9342
naphthyl_isothiocyanate	naphthyl_isothiocyanate	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_naphthyl_isothiocyanate_Control_15day_Repeat	Control	15 day	Decrease	A10722
desmopressin_acetate	desmopressin_acetate	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_desmopressin_acetate_High_6hr_Single	High	6 hr	Decrease	A8917
amitriptyline	amitriptyline	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_amitriptyline_High_6hr_Single	High	6 hr	Increase	A7849
LDH.IU.L.	lactate dehydrogenase	Cl.meq.L.	chlorine	Single	pheno2pheno	0.00800711743772242	NA	NA	NA	NA	NA	NA	NA	A16190
naphthyl_isothiocyanate	naphthyl_isothiocyanate	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_naphthyl_isothiocyanate_High_24hr_Single	High	24 hr	Decrease	A10739
ibuprofen	ibuprofen	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_ibuprofen_Middle_6hr_Single	Middle	6 hr	Increase	A9942
ethinylestradiol	ethinylestradiol	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_ethinylestradiol_Middle_9hr_Single	Middle	9 hr	Increase	A9376
Na.meq.L.	sodium	Cl.meq.L.	chlorine	Single	pheno2pheno	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A16038
nitrofurantoin	nitrofurantoin	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_nitrofurantoin_High_4day_Repeat	High	4 day	Decrease	A10971
omeprazole	omeprazole	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_omeprazole_High_9hr_Single	High	9 hr	Decrease	A11123
GTP.IU.L.	g-glutamyltranspeptidase	Cl.meq.L.	chlorine	Repeat	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A17102
bromoethylamine	bromoethylamine	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_bromoethylamine_High_9hr_Single	High	9 hr	Decrease	A8136
NA	NA	Cl.meq.L.	chlorine	NA	ao2pheno	NA	NA	NA	NA	NA	NA	NA	NA	A17394
ethambutol	ethambutol	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ethambutol_High_15day_Repeat	High	15 day	Increase	A9215
acetazolamide	acetazolamide	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetazolamide_Middle_4day_Repeat	Middle	4 day	Increase	A7710
LDH.IU.L.	lactate dehydrogenase	Cl.meq.L.	chlorine	Repeat	pheno2pheno	0.00800711743772242	NA	NA	NA	NA	NA	NA	NA	A17105
omeprazole	omeprazole	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_omeprazole_Control_9hr_Single	Control	9 hr	Decrease	A11098
cycloheximide	cycloheximide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_cycloheximide_Middle_3hr_Single	Middle	3 hr	Increase	A8763
haloperidol	haloperidol	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_haloperidol_High_4day_Repeat	High	4 day	Increase	A9805
Alteration..nuclear	Alteration, nuclear	Cl.meq.L.	chlorine	Single	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A15803
bromoethylamine	bromoethylamine	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_bromoethylamine_High_4day_Repeat	High	4 day	Increase	A8126
Deposit..pigment	Deposit, pigment	Cl.meq.L.	chlorine	Repeat	pheno2pheno	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A16553
ethionine	ethionine	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ethionine_Low_4day_Repeat	Low	4 day	Decrease	A9463
Neu...	neutrophil	Cl.meq.L.	chlorine	Repeat	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A17098
ethinylestradiol	ethinylestradiol	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_ethinylestradiol_Middle_6hr_Single	Middle	6 hr	Increase	A9365
nitrofurantoin	nitrofurantoin	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_nitrofurantoin_Low_8day_Repeat	Low	8 day	Decrease	A10975
Necrosis	Necrosis	Cl.meq.L.	chlorine	Single	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A16146
acetazolamide	acetazolamide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_acetazolamide_High_3hr_Single	High	3 hr	Increase	A7681
quinidine	quinidine	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_quinidine_Control_15day_Repeat	Control	15 day	Increase	A11527
vitamin_A	vitamin_A	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_vitamin_A_Middle_8day_Repeat	Middle	8 day	Increase	A12028
cisplatin	cisplatin	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cisplatin_High_29day_Repeat	High	29 day	Decrease	A8515
R-RNO-879518	Transport of organic anions	Cl.meq.L.	chlorine	Single	pheno2reactome	0.00355871886120996	0.01155342216337	NA	NA	NA	NA	NA	NA	A1063
AST.IU.L.	aspartate aminotransferase	Cl.meq.L.	chlorine	Single	pheno2pheno	0.00711743772241993	NA	NA	NA	NA	NA	NA	NA	A16195
IP.mg.dL.	inorganic phosphorus	Cl.meq.L.	chlorine	Single	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A15892
nifedipine	nifedipine	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_nifedipine_Low_6hr_Single	Low	6 hr	Decrease	A10892
acetazolamide	acetazolamide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_acetazolamide_Low_3hr_Single	Low	3 hr	Increase	A7697
desmopressin_acetate	desmopressin_acetate	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_desmopressin_acetate_High_9hr_Single	High	9 hr	Decrease	A8926
tamoxifen	tamoxifen	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_tamoxifen_High_4day_Repeat	High	4 day	Increase	A11733
RBC.x10_4.ul.	red blood cell count	Cl.meq.L.	chlorine	Single	pheno2pheno	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A16184
nifedipine	nifedipine	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_nifedipine_Low_3hr_Single	Low	3 hr	Decrease	A10888
R-RNO-380108	Chemokine receptors bind chemokines	Cl.meq.L.	chlorine	Repeat	pheno2reactome	0.00177935943060498	0.00600463198327967	NA	NA	NA	NA	NA	NA	A1722
furosemide	furosemide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_furosemide_High_24hr_Single	High	24 hr	Decrease	A9616
R-RNO-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	Cl.meq.L.	chlorine	Repeat	pheno2reactome	0.00266903914590747	0.011346984604259	NA	NA	NA	NA	NA	NA	A1809
acetazolamide	acetazolamide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_acetazolamide_High_6hr_Single	High	6 hr	Increase	A7691
labetalol	labetalol	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_labetalol_Middle_9hr_Single	Middle	9 hr	Increase	A10142
trimethadione	trimethadione	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_trimethadione_High_8day_Repeat	High	8 day	Decrease	A11970
Change..eosinophilic	Change, eosinophilic	Cl.meq.L.	chlorine	Single	pheno2pheno	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A16192
nifedipine	nifedipine	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_nifedipine_Middle_3hr_Single	Middle	3 hr	Decrease	A10897
captopril	captopril	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_captopril_High_6hr_Single	High	6 hr	Increase	A8235
quinidine	quinidine	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_quinidine_Middle_9hr_Single	Middle	9 hr	Increase	A11533
ibuprofen	ibuprofen	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_ibuprofen_High_6hr_Single	High	6 hr	Increase	A9930
bendazac	bendazac	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_bendazac_High_6hr_Single	High	6 hr	Decrease	A7972
furosemide	furosemide	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_furosemide_High_15day_Repeat	High	15 day	Decrease	A9611
chlormezanone	chlormezanone	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_chlormezanone_High_9hr_Single	High	9 hr	Decrease	A8379
R-RNO-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	Cl.meq.L.	chlorine	Single	pheno2reactome	0.00266903914590747	0.011346984604259	NA	NA	NA	NA	NA	NA	A929
R-RNO-5334118	DNA methylation	Cl.meq.L.	chlorine	Repeat	pheno2reactome	0.00177935943060498	0.00647261003132889	NA	NA	NA	NA	NA	NA	A1669
puromycin_aminonucleoside	puromycin_aminonucleoside	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_puromycin_aminonucleoside_High_8day_Repeat	High	8 day	Decrease	A11473
cyclophosphamide	cyclophosphamide	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cyclophosphamide_High_29day_Repeat	High	29 day	Increase	A8801
Neu...	neutrophil	Cl.meq.L.	chlorine	Single	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A16183
furosemide	furosemide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_furosemide_Middle_9hr_Single	Middle	9 hr	Decrease	A9674
furosemide	furosemide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_furosemide_Low_6hr_Single	Low	6 hr	Decrease	A9662
R-RNO-2559582	Senescence-Associated Secretory Phenotype (SASP)	Cl.meq.L.	chlorine	Single	pheno2reactome	0.00177935943060498	0.042506919731119	NA	NA	NA	NA	NA	NA	A76
acetazolamide	acetazolamide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_acetazolamide_Middle_9hr_Single	Middle	9 hr	Increase	A7719
trimethadione	trimethadione	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_trimethadione_High_29day_Repeat	High	29 day	Decrease	A11967
Na.meq.L.	sodium	Cl.meq.L.	chlorine	Repeat	pheno2pheno	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A16953
cyclophosphamide	cyclophosphamide	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cyclophosphamide_Middle_15day_Repeat	Middle	15 day	Increase	A8812
R-RNO-71032	Propionyl-CoA catabolism	Cl.meq.L.	chlorine	Repeat	pheno2reactome	0.00266903914590747	0.0128841798770624	NA	NA	NA	NA	NA	NA	A1782
furosemide	furosemide	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_furosemide_High_4day_Repeat	High	4 day	Decrease	A9635
R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Cl.meq.L.	chlorine	Repeat	pheno2reactome	0.00177935943060498	0.00766382688090873	NA	NA	NA	NA	NA	NA	A1643
omeprazole	omeprazole	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_omeprazole_Control_8day_Repeat	Control	8 day	Decrease	A11097
1%_cholesterol_+_0.25%_sodium_cholate	1%_cholesterol_+_0.25%_sodium_cholate	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_1_cholesterol__025_sodium_cholate_High_29day_Repeat	High	29 day	Decrease	A7413
phenobarbital	phenobarbital	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_phenobarbital_Low_9hr_Single	Low	9 hr	Decrease	A11245
naphthyl_isothiocyanate	naphthyl_isothiocyanate	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_naphthyl_isothiocyanate_Middle_15day_Repeat	Middle	15 day	Decrease	A10759
R-RNO-879518	Transport of organic anions	Cl.meq.L.	chlorine	Repeat	pheno2reactome	0.00355871886120996	0.01155342216337	NA	NA	NA	NA	NA	NA	A1959
Change..eosinophilic	Change, eosinophilic	Cl.meq.L.	chlorine	Repeat	pheno2pheno	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A17107
R-RNO-112409	RAF-independent MAPK1/3 activation	Cl.meq.L.	chlorine	Repeat	pheno2reactome	0.00266903914590747	0.00798436994500162	NA	NA	NA	NA	NA	NA	A1875
tamoxifen	tamoxifen	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_tamoxifen_Middle_24hr_Single	Middle	24 hr	Increase	A11757
ethambutol	ethambutol	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ethambutol_High_29day_Repeat	High	29 day	Increase	A9239
fluphenazine	fluphenazine	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_fluphenazine_High_29day_Repeat	High	29 day	Increase	A9564
IP.mg.dL.	inorganic phosphorus	Cl.meq.L.	chlorine	Repeat	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A16779
vitamin_A	vitamin_A	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_vitamin_A_Low_15day_Repeat	Low	15 day	Increase	A12016
nifedipine	nifedipine	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_nifedipine_High_9hr_Single	High	9 hr	Decrease	A10882
furosemide	furosemide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_furosemide_High_6hr_Single	High	6 hr	Decrease	A9646
vitamin_A	vitamin_A	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_vitamin_A_High_29day_Repeat	High	29 day	Increase	A12000
acetazolamide	acetazolamide	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetazolamide_High_29day_Repeat	High	29 day	Increase	A7680
desmopressin_acetate	desmopressin_acetate	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_desmopressin_acetate_Control_8day_Repeat	Control	8 day	Decrease	A8906
R-RNO-112409	RAF-independent MAPK1/3 activation	Cl.meq.L.	chlorine	Single	pheno2reactome	0.00266903914590747	0.00798436994500162	NA	NA	NA	NA	NA	NA	A982
Single.cell.necrosis	Single cell necrosis	Cl.meq.L.	chlorine	Repeat	pheno2pheno	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A17109
amiodarone	amiodarone	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_amiodarone_Control_15day_Repeat	Control	15 day	Decrease	A7814
labetalol	labetalol	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_labetalol_High_9hr_Single	High	9 hr	Increase	A10129
flutamide	flutamide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_flutamide_High_6hr_Single	High	6 hr	Decrease	A9604
phenobarbital	phenobarbital	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_phenobarbital_Middle_9hr_Single	Middle	9 hr	Decrease	A11254
bendazac	bendazac	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_bendazac_High_3hr_Single	High	3 hr	Decrease	A7969
furosemide	furosemide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_furosemide_High_9hr_Single	High	9 hr	Decrease	A9655
carbamazepine	carbamazepine	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_carbamazepine_Low_8day_Repeat	Low	8 day	Decrease	A8261
nifedipine	nifedipine	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_nifedipine_High_24hr_Single	High	24 hr	Increase	A10866
tamoxifen	tamoxifen	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_tamoxifen_High_6hr_Single	High	6 hr	Increase	A11734
galactosamine	galactosamine	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_galactosamine_High_3hr_Single	High	3 hr	Increase	A9689
desmopressin_acetate	desmopressin_acetate	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_desmopressin_acetate_High_3hr_Single	High	3 hr	Decrease	A8911
acetazolamide	acetazolamide	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetazolamide_Middle_8day_Repeat	Middle	8 day	Increase	A7715
bendazac	bendazac	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_bendazac_High_9hr_Single	High	9 hr	Decrease	A7977
desmopressin_acetate	desmopressin_acetate	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_desmopressin_acetate_High_8day_Repeat	High	8 day	Decrease	A8924
acetazolamide	acetazolamide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_acetazolamide_Middle_24hr_Single	Middle	24 hr	Increase	A7705
GTP.IU.L.	g-glutamyltranspeptidase	Cl.meq.L.	chlorine	Single	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A16187
nifedipine	nifedipine	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_nifedipine_High_6hr_Single	High	6 hr	Decrease	A10874
bortezomib	bortezomib	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_bortezomib_High_6hr_Single	High	6 hr	Decrease	A8066
ethinylestradiol	ethinylestradiol	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_ethinylestradiol_High_24hr_Single	High	24 hr	Increase	A9295
cycloheximide	cycloheximide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_cycloheximide_High_24hr_Single	High	24 hr	Increase	A8671
caffeine	caffeine	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_caffeine_High_4day_Repeat	High	4 day	Increase	A8217
chlorpropamide	chlorpropamide	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_chlorpropamide_High_15day_Repeat	High	15 day	Increase	A8429
RBC.x10_4.ul.	red blood cell count	Cl.meq.L.	chlorine	Repeat	pheno2pheno	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A17099
cimetidine	cimetidine	Cl.meq.L.	chlorine	Repeat	pheno2chem	NA	NA	NA	NA	Liver_cimetidine_High_29day_Repeat	High	29 day	Decrease	A8461
furosemide	furosemide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_furosemide_Low_3hr_Single	Low	3 hr	Decrease	A9659
BUN.mg.dL.	blood urea nitrogen	Cl.meq.L.	chlorine	Repeat	pheno2pheno	0.00889679715302491	NA	NA	NA	NA	NA	NA	NA	A17108
acetazolamide	acetazolamide	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_acetazolamide_Middle_3hr_Single	Middle	3 hr	Increase	A7709
ethionine	ethionine	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_ethionine_High_3hr_Single	High	3 hr	Decrease	A9449
trimethadione	trimethadione	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_trimethadione_Middle_9hr_Single	Middle	9 hr	Increase	A11975
Single.cell.necrosis	Single cell necrosis	Cl.meq.L.	chlorine	Single	pheno2pheno	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A16194
Proliferation..Kupffer.cell	Proliferation, Kupffer cell	Cl.meq.L.	chlorine	Repeat	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A16525
ibuprofen	ibuprofen	Cl.meq.L.	chlorine	Single	pheno2chem	NA	NA	NA	NA	Liver_ibuprofen_High_9hr_Single	High	9 hr	Increase	A9939
