treatment	chems	SIN_REP_TYPE	SACRI_PERIOD	DOSE_LEVEL	Out	Change
Liver_cycloheximide_High_6hr_Single	cycloheximide	Single	6 hr	High	PL.mg.dL.	Decrease
Liver_cycloheximide_High_6hr_Single	cycloheximide	Single	6 hr	High	GTP.IU.L.	Increase
Liver_cycloheximide_High_6hr_Single	cycloheximide	Single	6 hr	High	LDH.IU.L.	Increase
Liver_cycloheximide_High_6hr_Single	cycloheximide	Single	6 hr	High	Ht...	Increase
Liver_cycloheximide_High_6hr_Single	cycloheximide	Single	6 hr	High	AST.IU.L.	Increase
Liver_cycloheximide_High_6hr_Single	cycloheximide	Single	6 hr	High	BUN.mg.dL.	Increase
Liver_cycloheximide_High_6hr_Single	cycloheximide	Single	6 hr	High	Ca.mg.dL.	Decrease
Liver_cycloheximide_High_6hr_Single	cycloheximide	Single	6 hr	High	RBC.x10_4.ul.	Increase
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	Na.meq.L.	Decrease
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	PL.mg.dL.	Decrease
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	BUN.mg.dL.	Increase
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	IP.mg.dL.	Increase
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	TC.mg.dL.	Decrease
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	K.meq.L.	Increase
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	Ca.mg.dL.	Decrease
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	AST.IU.L.	Increase
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	PT.s.	Increase
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	WBC.x10_2.uL.	Increase
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	Ht...	Increase
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	RBC.x10_4.ul.	Increase
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	APTT.s.	Increase
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	ALT.IU.L.	Increase
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	LDH.IU.L.	Increase
Liver_cycloheximide_High_9hr_Single	cycloheximide	Single	9 hr	High	Hb.g.dL.	Increase
Liver_cycloheximide_Low_24hr_Single	cycloheximide	Single	24 hr	Low	AST.IU.L.	Decrease
Liver_cycloheximide_Low_24hr_Single	cycloheximide	Single	24 hr	Low	TP.g.dL.	Decrease
Liver_cycloheximide_Low_3hr_Single	cycloheximide	Single	3 hr	Low	TP.g.dL.	Decrease
Liver_cycloheximide_Low_3hr_Single	cycloheximide	Single	3 hr	Low	GLC.mg.dL.	Decrease
Liver_cycloheximide_Low_3hr_Single	cycloheximide	Single	3 hr	Low	PT.s.	Increase
Liver_cycloheximide_Low_3hr_Single	cycloheximide	Single	3 hr	Low	BUN.mg.dL.	Increase
Liver_cycloheximide_Low_3hr_Single	cycloheximide	Single	3 hr	Low	Ca.mg.dL.	Decrease
Liver_cycloheximide_Low_3hr_Single	cycloheximide	Single	3 hr	Low	PL.mg.dL.	Decrease
Liver_cycloheximide_Low_3hr_Single	cycloheximide	Single	3 hr	Low	WBC.x10_2.uL.	Increase
Liver_cycloheximide_Low_3hr_Single	cycloheximide	Single	3 hr	Low	TC.mg.dL.	Decrease
Liver_cycloheximide_Low_6hr_Single	cycloheximide	Single	6 hr	Low	WBC.x10_2.uL.	Increase
Liver_cycloheximide_Low_6hr_Single	cycloheximide	Single	6 hr	Low	APTT.s.	Increase
Liver_cycloheximide_Low_6hr_Single	cycloheximide	Single	6 hr	Low	Ca.mg.dL.	Decrease
Liver_cycloheximide_Low_6hr_Single	cycloheximide	Single	6 hr	Low	PL.mg.dL.	Decrease
Liver_cycloheximide_Low_6hr_Single	cycloheximide	Single	6 hr	Low	GLC.mg.dL.	Decrease
Liver_cycloheximide_Low_6hr_Single	cycloheximide	Single	6 hr	Low	TP.g.dL.	Decrease
Liver_cycloheximide_Low_6hr_Single	cycloheximide	Single	6 hr	Low	PT.s.	Increase
Liver_cycloheximide_Low_6hr_Single	cycloheximide	Single	6 hr	Low	TC.mg.dL.	Decrease
Liver_cycloheximide_Low_9hr_Single	cycloheximide	Single	9 hr	Low	TP.g.dL.	Decrease
Liver_cycloheximide_Low_9hr_Single	cycloheximide	Single	9 hr	Low	WBC.x10_2.uL.	Increase
Liver_cycloheximide_Low_9hr_Single	cycloheximide	Single	9 hr	Low	PL.mg.dL.	Decrease
Liver_cycloheximide_Low_9hr_Single	cycloheximide	Single	9 hr	Low	Ca.mg.dL.	Decrease
Liver_cycloheximide_Low_9hr_Single	cycloheximide	Single	9 hr	Low	PT.s.	Increase
Liver_cycloheximide_Middle_24hr_Single	cycloheximide	Single	24 hr	Middle	APTT.s.	Increase
Liver_cycloheximide_Middle_24hr_Single	cycloheximide	Single	24 hr	Middle	Ca.mg.dL.	Decrease
Liver_cycloheximide_Middle_24hr_Single	cycloheximide	Single	24 hr	Middle	PT.s.	Increase
Liver_cycloheximide_Middle_24hr_Single	cycloheximide	Single	24 hr	Middle	RALB.g.dL.	Decrease
Liver_cycloheximide_Middle_24hr_Single	cycloheximide	Single	24 hr	Middle	PL.mg.dL.	Decrease
Liver_cycloheximide_Middle_24hr_Single	cycloheximide	Single	24 hr	Middle	WBC.x10_2.uL.	Increase
Liver_cycloheximide_Middle_24hr_Single	cycloheximide	Single	24 hr	Middle	TP.g.dL.	Decrease
Liver_cycloheximide_Middle_24hr_Single	cycloheximide	Single	24 hr	Middle	TC.mg.dL.	Decrease
Liver_cycloheximide_Middle_3hr_Single	cycloheximide	Single	3 hr	Middle	PL.mg.dL.	Decrease
Liver_cycloheximide_Middle_3hr_Single	cycloheximide	Single	3 hr	Middle	AST.IU.L.	Increase
Liver_cycloheximide_Middle_3hr_Single	cycloheximide	Single	3 hr	Middle	BUN.mg.dL.	Increase
Liver_cycloheximide_Middle_3hr_Single	cycloheximide	Single	3 hr	Middle	WBC.x10_2.uL.	Increase
Liver_cycloheximide_Middle_3hr_Single	cycloheximide	Single	3 hr	Middle	Mono...	Decrease
Liver_cycloheximide_Middle_3hr_Single	cycloheximide	Single	3 hr	Middle	PT.s.	Increase
Liver_cycloheximide_Middle_3hr_Single	cycloheximide	Single	3 hr	Middle	Ca.mg.dL.	Decrease
Liver_cycloheximide_Middle_3hr_Single	cycloheximide	Single	3 hr	Middle	LDH.IU.L.	Increase
Liver_cycloheximide_Middle_3hr_Single	cycloheximide	Single	3 hr	Middle	Cl.meq.L.	Increase
Liver_cycloheximide_Middle_6hr_Single	cycloheximide	Single	6 hr	Middle	PT.s.	Increase
Liver_cycloheximide_Middle_6hr_Single	cycloheximide	Single	6 hr	Middle	TC.mg.dL.	Decrease
Liver_cycloheximide_Middle_6hr_Single	cycloheximide	Single	6 hr	Middle	Hb.g.dL.	Increase
Liver_cycloheximide_Middle_6hr_Single	cycloheximide	Single	6 hr	Middle	WBC.x10_2.uL.	Increase
Liver_cycloheximide_Middle_6hr_Single	cycloheximide	Single	6 hr	Middle	BUN.mg.dL.	Increase
Liver_cycloheximide_Middle_6hr_Single	cycloheximide	Single	6 hr	Middle	APTT.s.	Increase
Liver_cycloheximide_Middle_6hr_Single	cycloheximide	Single	6 hr	Middle	PL.mg.dL.	Decrease
Liver_cycloheximide_Middle_6hr_Single	cycloheximide	Single	6 hr	Middle	AST.IU.L.	Increase
Liver_cycloheximide_Middle_6hr_Single	cycloheximide	Single	6 hr	Middle	Neu...	Increase
Liver_cycloheximide_Middle_6hr_Single	cycloheximide	Single	6 hr	Middle	Ca.mg.dL.	Decrease
Liver_cycloheximide_Middle_9hr_Single	cycloheximide	Single	9 hr	Middle	ALT.IU.L.	Increase
Liver_cycloheximide_Middle_9hr_Single	cycloheximide	Single	9 hr	Middle	TP.g.dL.	Decrease
Liver_cycloheximide_Middle_9hr_Single	cycloheximide	Single	9 hr	Middle	Ca.mg.dL.	Decrease
Liver_cycloheximide_Middle_9hr_Single	cycloheximide	Single	9 hr	Middle	TC.mg.dL.	Decrease
Liver_cycloheximide_Middle_9hr_Single	cycloheximide	Single	9 hr	Middle	APTT.s.	Increase
Liver_cycloheximide_Middle_9hr_Single	cycloheximide	Single	9 hr	Middle	WBC.x10_2.uL.	Increase
Liver_cycloheximide_Middle_9hr_Single	cycloheximide	Single	9 hr	Middle	GLC.mg.dL.	Decrease
Liver_cycloheximide_Middle_9hr_Single	cycloheximide	Single	9 hr	Middle	AST.IU.L.	Increase
Liver_cycloheximide_Middle_9hr_Single	cycloheximide	Single	9 hr	Middle	PT.s.	Increase
Liver_cycloheximide_Middle_9hr_Single	cycloheximide	Single	9 hr	Middle	PL.mg.dL.	Decrease
Liver_cycloheximide_Middle_9hr_Single	cycloheximide	Single	9 hr	Middle	BUN.mg.dL.	Increase
Liver_cyclophosphamide_Control_3hr_Single	cyclophosphamide	Single	3 hr	Control	RALB.g.dL.	Decrease
Liver_cyclophosphamide_High_15day_Repeat	cyclophosphamide	Repeat	15 day	High	ALT.IU.L.	Decrease
Liver_cyclophosphamide_High_15day_Repeat	cyclophosphamide	Repeat	15 day	High	Neu...	Increase
Liver_cyclophosphamide_High_15day_Repeat	cyclophosphamide	Repeat	15 day	High	Cl.meq.L.	Increase
Liver_cyclophosphamide_High_15day_Repeat	cyclophosphamide	Repeat	15 day	High	AST.IU.L.	Decrease
Liver_cyclophosphamide_High_15day_Repeat	cyclophosphamide	Repeat	15 day	High	WBC.x10_2.uL.	Decrease
Liver_cyclophosphamide_High_24hr_Single	cyclophosphamide	Single	24 hr	High	WBC.x10_2.uL.	Decrease
Liver_cyclophosphamide_High_24hr_Single	cyclophosphamide	Single	24 hr	High	LIVER.g.	Decrease
Liver_cyclophosphamide_High_24hr_Single	cyclophosphamide	Single	24 hr	High	TERMINAL_BW.g.	Decrease
Liver_cyclophosphamide_High_29day_Repeat	cyclophosphamide	Repeat	29 day	High	LIVER.g.	Decrease
Liver_cyclophosphamide_High_29day_Repeat	cyclophosphamide	Repeat	29 day	High	Hb.g.dL.	Decrease
Liver_cyclophosphamide_High_29day_Repeat	cyclophosphamide	Repeat	29 day	High	ALT.IU.L.	Decrease
Liver_cyclophosphamide_High_29day_Repeat	cyclophosphamide	Repeat	29 day	High	Ret...	Increase
Liver_cyclophosphamide_High_29day_Repeat	cyclophosphamide	Repeat	29 day	High	WBC.x10_2.uL.	Decrease
Liver_cyclophosphamide_High_29day_Repeat	cyclophosphamide	Repeat	29 day	High	RBC.x10_4.ul.	Decrease
Liver_cyclophosphamide_High_29day_Repeat	cyclophosphamide	Repeat	29 day	High	MCV.fL.	Increase
Liver_cyclophosphamide_High_29day_Repeat	cyclophosphamide	Repeat	29 day	High	Cl.meq.L.	Increase
Liver_cyclophosphamide_High_29day_Repeat	cyclophosphamide	Repeat	29 day	High	Lym...	Decrease
Liver_cyclophosphamide_High_29day_Repeat	cyclophosphamide	Repeat	29 day	High	Neu...	Increase
Liver_cyclophosphamide_High_4day_Repeat	cyclophosphamide	Repeat	4 day	High	Ret...	Decrease
Liver_cyclophosphamide_High_4day_Repeat	cyclophosphamide	Repeat	4 day	High	WBC.x10_2.uL.	Decrease
Liver_cyclophosphamide_High_6hr_Single	cyclophosphamide	Single	6 hr	High	LIVER.g.	Decrease
Liver_cyclophosphamide_High_8day_Repeat	cyclophosphamide	Repeat	8 day	High	WBC.x10_2.uL.	Decrease
Liver_cyclophosphamide_High_8day_Repeat	cyclophosphamide	Repeat	8 day	High	Plat.x10_4.uL.	Decrease
Liver_cyclophosphamide_Low_8day_Repeat	cyclophosphamide	Repeat	8 day	Low	GTP.IU.L.	Increase
Liver_cyclophosphamide_Low_9hr_Single	cyclophosphamide	Single	9 hr	Low	LIVER.g.	Decrease
Liver_cyclophosphamide_Middle_15day_Repeat	cyclophosphamide	Repeat	15 day	Middle	WBC.x10_2.uL.	Decrease
Liver_cyclophosphamide_Middle_15day_Repeat	cyclophosphamide	Repeat	15 day	Middle	Cl.meq.L.	Increase
Liver_cyclophosphamide_Middle_24hr_Single	cyclophosphamide	Single	24 hr	Middle	WBC.x10_2.uL.	Decrease
Liver_cyclophosphamide_Middle_29day_Repeat	cyclophosphamide	Repeat	29 day	Middle	WBC.x10_2.uL.	Decrease
Liver_cyclophosphamide_Middle_8day_Repeat	cyclophosphamide	Repeat	8 day	Middle	WBC.x10_2.uL.	Decrease
Liver_cyclophosphamide_Middle_9hr_Single	cyclophosphamide	Single	9 hr	Middle	LIVER.g.	Decrease
Liver_cyclophosphamide_Middle_9hr_Single	cyclophosphamide	Single	9 hr	Middle	LDH.IU.L.	Decrease
Liver_cyclosporine_A_Control_3hr_Single	cyclosporine_A	Single	3 hr	Control	ALT.IU.L.	Increase
Liver_cyclosporine_A_High_24hr_Single	cyclosporine_A	Single	24 hr	High	APTT.s.	Increase
Liver_cyclosporine_A_High_24hr_Single	cyclosporine_A	Single	24 hr	High	Ret...	Decrease
Liver_cyclosporine_A_High_24hr_Single	cyclosporine_A	Single	24 hr	High	PT.s.	Increase
Liver_cyclosporine_A_High_29day_Repeat	cyclosporine_A	Repeat	29 day	High	DBIL.mg.dL.	Increase
Liver_cyclosporine_A_High_29day_Repeat	cyclosporine_A	Repeat	29 day	High	BUN.mg.dL.	Increase
Liver_cyclosporine_A_High_4day_Repeat	cyclosporine_A	Repeat	4 day	High	Neu...	Decrease
Liver_cyclosporine_A_High_4day_Repeat	cyclosporine_A	Repeat	4 day	High	DBIL.mg.dL.	Increase
Liver_cyclosporine_A_High_4day_Repeat	cyclosporine_A	Repeat	4 day	High	Ret...	Decrease
Liver_cyclosporine_A_High_4day_Repeat	cyclosporine_A	Repeat	4 day	High	APTT.s.	Increase
Liver_cyclosporine_A_High_4day_Repeat	cyclosporine_A	Repeat	4 day	High	PT.s.	Increase
Liver_cyclosporine_A_High_8day_Repeat	cyclosporine_A	Repeat	8 day	High	APTT.s.	Increase
Liver_cyclosporine_A_High_8day_Repeat	cyclosporine_A	Repeat	8 day	High	PT.s.	Increase
Liver_cyclosporine_A_High_8day_Repeat	cyclosporine_A	Repeat	8 day	High	Ret...	Decrease
Liver_cyclosporine_A_High_8day_Repeat	cyclosporine_A	Repeat	8 day	High	DBIL.mg.dL.	Increase
Liver_cyclosporine_A_High_8day_Repeat	cyclosporine_A	Repeat	8 day	High	GLC.mg.dL.	Increase
Liver_cyclosporine_A_Low_15day_Repeat	cyclosporine_A	Repeat	15 day	Low	GLC.mg.dL.	Increase
Liver_cyclosporine_A_Middle_15day_Repeat	cyclosporine_A	Repeat	15 day	Middle	BUN.mg.dL.	Increase
Liver_cyclosporine_A_Middle_15day_Repeat	cyclosporine_A	Repeat	15 day	Middle	Plat.x10_4.uL.	Decrease
Liver_cyclosporine_A_Middle_15day_Repeat	cyclosporine_A	Repeat	15 day	Middle	GLC.mg.dL.	Increase
Liver_cyclosporine_A_Middle_8day_Repeat	cyclosporine_A	Repeat	8 day	Middle	GLC.mg.dL.	Increase
Liver_cyclosporine_A_Middle_9hr_Single	cyclosporine_A	Single	9 hr	Middle	APTT.s.	Increase
Liver_danazol_Control_29day_Repeat	danazol	Repeat	29 day	Control	CRE.mg.dL.	Decrease
Liver_danazol_Control_3hr_Single	danazol	Single	3 hr	Control	MCH.pg.	Decrease
Liver_danazol_High_15day_Repeat	danazol	Repeat	15 day	High	TC.mg.dL.	Decrease
Liver_danazol_High_15day_Repeat	danazol	Repeat	15 day	High	TG.mg.dL.	Increase
Liver_danazol_High_24hr_Single	danazol	Single	24 hr	High	TG.mg.dL.	Increase
Liver_danazol_High_24hr_Single	danazol	Single	24 hr	High	PT.s.	Increase
Liver_danazol_High_29day_Repeat	danazol	Repeat	29 day	High	PT.s.	Increase
Liver_danazol_High_29day_Repeat	danazol	Repeat	29 day	High	CRE.mg.dL.	Decrease
Liver_danazol_High_29day_Repeat	danazol	Repeat	29 day	High	TC.mg.dL.	Decrease
Liver_danazol_High_29day_Repeat	danazol	Repeat	29 day	High	TG.mg.dL.	Increase
Liver_danazol_High_8day_Repeat	danazol	Repeat	8 day	High	TG.mg.dL.	Increase
Liver_danazol_High_8day_Repeat	danazol	Repeat	8 day	High	TC.mg.dL.	Decrease
Liver_danazol_High_9hr_Single	danazol	Single	9 hr	High	TC.mg.dL.	Decrease
Liver_danazol_High_9hr_Single	danazol	Single	9 hr	High	PT.s.	Increase
Liver_danazol_Low_24hr_Single	danazol	Single	24 hr	Low	TG.mg.dL.	Increase
Liver_danazol_Low_29day_Repeat	danazol	Repeat	29 day	Low	TC.mg.dL.	Decrease
Liver_danazol_Low_9hr_Single	danazol	Single	9 hr	Low	PT.s.	Increase
Liver_danazol_Low_9hr_Single	danazol	Single	9 hr	Low	MCH.pg.	Decrease
Liver_danazol_Middle_15day_Repeat	danazol	Repeat	15 day	Middle	TC.mg.dL.	Decrease
Liver_danazol_Middle_24hr_Single	danazol	Single	24 hr	Middle	TG.mg.dL.	Increase
Liver_danazol_Middle_24hr_Single	danazol	Single	24 hr	Middle	PT.s.	Increase
Liver_danazol_Middle_29day_Repeat	danazol	Repeat	29 day	Middle	TC.mg.dL.	Decrease
Liver_danazol_Middle_29day_Repeat	danazol	Repeat	29 day	Middle	TG.mg.dL.	Increase
Liver_danazol_Middle_29day_Repeat	danazol	Repeat	29 day	Middle	PT.s.	Increase
Liver_danazol_Middle_4day_Repeat	danazol	Repeat	4 day	Middle	TC.mg.dL.	Decrease
Liver_danazol_Middle_8day_Repeat	danazol	Repeat	8 day	Middle	TG.mg.dL.	Increase
Liver_dantrolene_Control_24hr_Single	dantrolene	Single	24 hr	Control	Ret...	Increase
Liver_dantrolene_Control_6hr_Single	dantrolene	Single	6 hr	Control	Ret...	Increase
Liver_dantrolene_Control_8day_Repeat	dantrolene	Repeat	8 day	Control	PT.s.	Decrease
Liver_dantrolene_High_24hr_Single	dantrolene	Single	24 hr	High	Ret...	Increase
Liver_dantrolene_High_24hr_Single	dantrolene	Single	24 hr	High	Neu...	Decrease
Liver_dantrolene_High_24hr_Single	dantrolene	Single	24 hr	High	TERMINAL_BW.g.	Decrease
Liver_dantrolene_High_24hr_Single	dantrolene	Single	24 hr	High	AST.IU.L.	Decrease
Liver_dantrolene_High_29day_Repeat	dantrolene	Repeat	29 day	High	AST.IU.L.	Decrease
Liver_dantrolene_High_3hr_Single	dantrolene	Single	3 hr	High	Hb.g.dL.	Increase
Liver_dantrolene_High_4day_Repeat	dantrolene	Repeat	4 day	High	ALP.IU.L.	Decrease
Liver_dantrolene_High_4day_Repeat	dantrolene	Repeat	4 day	High	AST.IU.L.	Decrease
Liver_dantrolene_High_4day_Repeat	dantrolene	Repeat	4 day	High	TG.mg.dL.	Decrease
Liver_dantrolene_High_6hr_Single	dantrolene	Single	6 hr	High	PT.s.	Decrease
Liver_dantrolene_High_6hr_Single	dantrolene	Single	6 hr	High	Hb.g.dL.	Increase
Liver_dantrolene_High_6hr_Single	dantrolene	Single	6 hr	High	Ret...	Increase
Liver_dantrolene_High_9hr_Single	dantrolene	Single	9 hr	High	Hb.g.dL.	Increase
Liver_dantrolene_High_9hr_Single	dantrolene	Single	9 hr	High	ALT.IU.L.	Decrease
Liver_dantrolene_High_9hr_Single	dantrolene	Single	9 hr	High	Na.meq.L.	Decrease
Liver_dantrolene_High_9hr_Single	dantrolene	Single	9 hr	High	Ht...	Increase
Liver_dantrolene_High_9hr_Single	dantrolene	Single	9 hr	High	AST.IU.L.	Decrease
Liver_dantrolene_Low_24hr_Single	dantrolene	Single	24 hr	Low	Ret...	Increase
Liver_dantrolene_Low_6hr_Single	dantrolene	Single	6 hr	Low	Eos...	Increase
Liver_dantrolene_Low_6hr_Single	dantrolene	Single	6 hr	Low	Ret...	Increase
Liver_dantrolene_Middle_24hr_Single	dantrolene	Single	24 hr	Middle	Ret...	Increase
Liver_dantrolene_Middle_24hr_Single	dantrolene	Single	24 hr	Middle	Neu...	Decrease
Liver_dantrolene_Middle_4day_Repeat	dantrolene	Repeat	4 day	Middle	IP.mg.dL.	Decrease
Liver_dantrolene_Middle_4day_Repeat	dantrolene	Repeat	4 day	Middle	ALP.IU.L.	Decrease
Liver_dantrolene_Middle_6hr_Single	dantrolene	Single	6 hr	Middle	PT.s.	Decrease
Liver_dantrolene_Middle_6hr_Single	dantrolene	Single	6 hr	Middle	Ret...	Increase
Liver_dantrolene_Middle_9hr_Single	dantrolene	Single	9 hr	Middle	Hb.g.dL.	Increase
Liver_dantrolene_Middle_9hr_Single	dantrolene	Single	9 hr	Middle	AST.IU.L.	Decrease
Liver_dantrolene_Middle_9hr_Single	dantrolene	Single	9 hr	Middle	Ht...	Increase
Liver_dantrolene_Middle_9hr_Single	dantrolene	Single	9 hr	Middle	ALT.IU.L.	Decrease
Liver_desmopressin_acetate_Control_29day_Repeat	desmopressin_acetate	Repeat	29 day	Control	Ca.mg.dL.	Decrease
Liver_desmopressin_acetate_Control_4day_Repeat	desmopressin_acetate	Repeat	4 day	Control	TERMINAL_BW.g.	Increase
Liver_desmopressin_acetate_Control_4day_Repeat	desmopressin_acetate	Repeat	4 day	Control	K.meq.L.	Increase
Liver_desmopressin_acetate_Control_4day_Repeat	desmopressin_acetate	Repeat	4 day	Control	Na.meq.L.	Decrease
Liver_desmopressin_acetate_Control_6hr_Single	desmopressin_acetate	Single	6 hr	Control	Eos...	Increase
Liver_desmopressin_acetate_Control_8day_Repeat	desmopressin_acetate	Repeat	8 day	Control	Ca.mg.dL.	Increase
Liver_desmopressin_acetate_Control_8day_Repeat	desmopressin_acetate	Repeat	8 day	Control	Na.meq.L.	Decrease
Liver_desmopressin_acetate_Control_8day_Repeat	desmopressin_acetate	Repeat	8 day	Control	Cl.meq.L.	Decrease
Liver_desmopressin_acetate_Control_9hr_Single	desmopressin_acetate	Single	9 hr	Control	Mono...	Increase
Liver_desmopressin_acetate_High_24hr_Single	desmopressin_acetate	Single	24 hr	High	Na.meq.L.	Decrease
Liver_desmopressin_acetate_High_24hr_Single	desmopressin_acetate	Single	24 hr	High	K.meq.L.	Increase
Liver_desmopressin_acetate_High_29day_Repeat	desmopressin_acetate	Repeat	29 day	High	Ca.mg.dL.	Decrease
Liver_desmopressin_acetate_High_3hr_Single	desmopressin_acetate	Single	3 hr	High	Cl.meq.L.	Decrease
Liver_desmopressin_acetate_High_3hr_Single	desmopressin_acetate	Single	3 hr	High	BUN.mg.dL.	Increase
Liver_desmopressin_acetate_High_3hr_Single	desmopressin_acetate	Single	3 hr	High	Na.meq.L.	Decrease
Liver_desmopressin_acetate_High_3hr_Single	desmopressin_acetate	Single	3 hr	High	TP.g.dL.	Increase
Liver_desmopressin_acetate_High_4day_Repeat	desmopressin_acetate	Repeat	4 day	High	K.meq.L.	Increase
Liver_desmopressin_acetate_High_4day_Repeat	desmopressin_acetate	Repeat	4 day	High	Na.meq.L.	Decrease
Liver_desmopressin_acetate_High_6hr_Single	desmopressin_acetate	Single	6 hr	High	Cl.meq.L.	Decrease
Liver_desmopressin_acetate_High_6hr_Single	desmopressin_acetate	Single	6 hr	High	Mono...	Increase
Liver_desmopressin_acetate_High_6hr_Single	desmopressin_acetate	Single	6 hr	High	Na.meq.L.	Decrease
Liver_desmopressin_acetate_High_6hr_Single	desmopressin_acetate	Single	6 hr	High	Eos...	Increase
Liver_desmopressin_acetate_High_6hr_Single	desmopressin_acetate	Single	6 hr	High	TP.g.dL.	Increase
Liver_desmopressin_acetate_High_6hr_Single	desmopressin_acetate	Single	6 hr	High	BUN.mg.dL.	Increase
Liver_desmopressin_acetate_High_8day_Repeat	desmopressin_acetate	Repeat	8 day	High	Ca.mg.dL.	Increase
Liver_desmopressin_acetate_High_8day_Repeat	desmopressin_acetate	Repeat	8 day	High	Cl.meq.L.	Decrease
Liver_desmopressin_acetate_High_8day_Repeat	desmopressin_acetate	Repeat	8 day	High	Na.meq.L.	Decrease
Liver_desmopressin_acetate_High_9hr_Single	desmopressin_acetate	Single	9 hr	High	Cl.meq.L.	Decrease
Liver_desmopressin_acetate_High_9hr_Single	desmopressin_acetate	Single	9 hr	High	Na.meq.L.	Decrease
Liver_desmopressin_acetate_High_9hr_Single	desmopressin_acetate	Single	9 hr	High	BUN.mg.dL.	Increase
Liver_desmopressin_acetate_Low_15day_Repeat	desmopressin_acetate	Repeat	15 day	Low	Mono...	Increase
Liver_desmopressin_acetate_Low_29day_Repeat	desmopressin_acetate	Repeat	29 day	Low	Ca.mg.dL.	Decrease
Liver_desmopressin_acetate_Low_3hr_Single	desmopressin_acetate	Single	3 hr	Low	Na.meq.L.	Decrease
Liver_desmopressin_acetate_Low_4day_Repeat	desmopressin_acetate	Repeat	4 day	Low	K.meq.L.	Increase
Liver_desmopressin_acetate_Low_4day_Repeat	desmopressin_acetate	Repeat	4 day	Low	Na.meq.L.	Decrease
Liver_desmopressin_acetate_Low_6hr_Single	desmopressin_acetate	Single	6 hr	Low	BUN.mg.dL.	Increase
Liver_desmopressin_acetate_Low_6hr_Single	desmopressin_acetate	Single	6 hr	Low	Na.meq.L.	Decrease
Liver_desmopressin_acetate_Low_8day_Repeat	desmopressin_acetate	Repeat	8 day	Low	Mono...	Increase
Liver_desmopressin_acetate_Low_8day_Repeat	desmopressin_acetate	Repeat	8 day	Low	Cl.meq.L.	Decrease
Liver_desmopressin_acetate_Low_8day_Repeat	desmopressin_acetate	Repeat	8 day	Low	MCHC...	Decrease
Liver_desmopressin_acetate_Low_8day_Repeat	desmopressin_acetate	Repeat	8 day	Low	Ca.mg.dL.	Increase
Liver_desmopressin_acetate_Low_8day_Repeat	desmopressin_acetate	Repeat	8 day	Low	Na.meq.L.	Decrease
Liver_desmopressin_acetate_Low_9hr_Single	desmopressin_acetate	Single	9 hr	Low	Na.meq.L.	Decrease
Liver_desmopressin_acetate_Low_9hr_Single	desmopressin_acetate	Single	9 hr	Low	BUN.mg.dL.	Increase
Liver_desmopressin_acetate_Middle_15day_Repeat	desmopressin_acetate	Repeat	15 day	Middle	Mono...	Increase
Liver_desmopressin_acetate_Middle_15day_Repeat	desmopressin_acetate	Repeat	15 day	Middle	K.meq.L.	Increase
Liver_desmopressin_acetate_Middle_24hr_Single	desmopressin_acetate	Single	24 hr	Middle	Ret...	Increase
