ID	altID	ClassUpper	ClassLower	Group
NVS_NR_mERa	NVS_NR_mERa	receptor binding	steroidal	Toxcast
NVS_NR_rAR	NVS_NR_rAR	receptor binding	steroidal	Toxcast
NVS_NR_rMR	NVS_NR_rMR	receptor binding	steroidal	Toxcast
NVS_OR_gSIGMA_NonSelective	NVS_OR_gSIGMA_NonSelective	receptor binding	chaperone	Toxcast
NVS_OR_hFKBP12	NVS_OR_hFKBP12	receptor binding	chaperone	Toxcast
NVS_TR_gDAT	NVS_TR_gDAT	receptor binding	neurotransmitter transporter	Toxcast
NVS_TR_hAdoT	NVS_TR_hAdoT	receptor binding	nucleoside transporter	Toxcast
NVS_TR_hDAT	NVS_TR_hDAT	receptor binding	neurotransmitter transporter	Toxcast
NVS_TR_hNET	NVS_TR_hNET	receptor binding	neurotransmitter transporter	Toxcast
NVS_TR_hSERT	NVS_TR_hSERT	receptor binding	neurotransmitter transporter	Toxcast
NVS_TR_rAdoT	NVS_TR_rAdoT	receptor binding	nucleoside transporter	Toxcast
NVS_TR_rNET	NVS_TR_rNET	receptor binding	neurotransmitter transporter	Toxcast
NVS_TR_rSERT	NVS_TR_rSERT	receptor binding	neurotransmitter transporter	Toxcast
NVS_TR_rVMAT2	NVS_TR_rVMAT2	receptor binding	vesicular transporter	Toxcast
OT_AR_ARELUC_AG_1440	OT_AR_ARELUC_AG_1440	regulation of gene expression	steroidal	Toxcast
OT_AR_ARSRC1_0480	OT_AR_ARSRC1_0480	protein stabilization	steroidal	Toxcast
OT_AR_ARSRC1_0960	OT_AR_ARSRC1_0960	protein stabilization	steroidal	Toxcast
OT_ER_ERaERa_0480	OT_ER_ERaERa_0480	protein stabilization	steroidal	Toxcast
OT_ER_ERaERa_1440	OT_ER_ERaERa_1440	protein stabilization	steroidal	Toxcast
OT_ER_ERaERb_0480	OT_ER_ERaERb_0480	protein stabilization	steroidal	Toxcast
OT_ER_ERaERb_1440	OT_ER_ERaERb_1440	protein stabilization	steroidal	Toxcast
OT_ER_ERbERb_0480	OT_ER_ERbERb_0480	protein stabilization	steroidal	Toxcast
OT_ER_ERbERb_1440	OT_ER_ERbERb_1440	protein stabilization	steroidal	Toxcast
OT_ERa_EREGFP_0120	OT_ERa_EREGFP_0120	regulation of gene expression	steroidal	Toxcast
OT_ERa_EREGFP_0480	OT_ERa_EREGFP_0480	regulation of gene expression	steroidal	Toxcast
OT_FXR_FXRSRC1_0480	OT_FXR_FXRSRC1_0480	protein stabilization	non-steroidal	Toxcast
OT_FXR_FXRSRC1_1440	OT_FXR_FXRSRC1_1440	protein stabilization	non-steroidal	Toxcast
OT_NURR1_NURR1RXRa_0480	OT_NURR1_NURR1RXRa_0480	protein stabilization	non-steroidal	Toxcast
OT_NURR1_NURR1RXRa_1440	OT_NURR1_NURR1RXRa_1440	protein stabilization	non-steroidal	Toxcast
OT_PPARg_PPARgSRC1_0480	OT_PPARg_PPARgSRC1_0480	protein stabilization	non-steroidal	Toxcast
OT_PPARg_PPARgSRC1_1440	OT_PPARg_PPARgSRC1_1440	protein stabilization	non-steroidal	Toxcast
Tox21_AR_BLA_Agonist_ratio	Tox21_AR_BLA_Agonist_ratio	regulation of transcription factor activity	steroidal	Toxcast
Tox21_AR_BLA_Antagonist_ratio	Tox21_AR_BLA_Antagonist_ratio	regulation of transcription factor activity	steroidal	Toxcast
Tox21_AR_BLA_Antagonist_viability	Tox21_AR_BLA_Antagonist_viability	cell proliferation	cytotoxicity	Toxcast
Tox21_AR_LUC_MDAKB2_Agonist	Tox21_AR_LUC_MDAKB2_Agonist	regulation of transcription factor activity	steroidal	Toxcast
Tox21_AR_LUC_MDAKB2_Antagonist	Tox21_AR_LUC_MDAKB2_Antagonist	regulation of transcription factor activity	steroidal	Toxcast
Tox21_Aromatase_Inhibition	Tox21_Aromatase_Inhibition	regulation of transcription factor activity	steroidogenesis-related	Toxcast
Tox21_AutoFluor_HEK293_Cell_blue	Tox21_AutoFluor_HEK293_Cell_blue	Tox21	artifact fluorescence	Toxcast
Tox21_AutoFluor_HEK293_Cell_green	Tox21_AutoFluor_HEK293_Cell_green	Tox21	artifact fluorescence	Toxcast
Tox21_AutoFluor_HEK293_Cell_red	Tox21_AutoFluor_HEK293_Cell_red	Tox21	artifact fluorescence	Toxcast
Tox21_AutoFluor_HEK293_Media_blue	Tox21_AutoFluor_HEK293_Media_blue	Tox21	artifact fluorescence	Toxcast
Tox21_AutoFluor_HEK293_Media_green	Tox21_AutoFluor_HEK293_Media_green	Tox21	artifact fluorescence	Toxcast
Tox21_AutoFluor_HEK293_Media_red	Tox21_AutoFluor_HEK293_Media_red	Tox21	artifact fluorescence	Toxcast
Tox21_AutoFluor_HEPG2_Cell_blue	Tox21_AutoFluor_HEPG2_Cell_blue	Tox21	artifact fluorescence	Toxcast
Tox21_AutoFluor_HEPG2_Cell_green	Tox21_AutoFluor_HEPG2_Cell_green	Tox21	artifact fluorescence	Toxcast
Tox21_AutoFluor_HEPG2_Cell_red	Tox21_AutoFluor_HEPG2_Cell_red	Tox21	artifact fluorescence	Toxcast
Tox21_AutoFluor_HEPG2_Media_blue	Tox21_AutoFluor_HEPG2_Media_blue	Tox21	artifact fluorescence	Toxcast
Tox21_AutoFluor_HEPG2_Media_green	Tox21_AutoFluor_HEPG2_Media_green	Tox21	artifact fluorescence	Toxcast
Tox21_AutoFluor_HEPG2_Media_red	Tox21_AutoFluor_HEPG2_Media_red	Tox21	artifact fluorescence	Toxcast
Tox21_ELG1_LUC_Agonist	Tox21_ELG1_LUC_Agonist	regulation of transcription factor activity	atpase	Toxcast
Tox21_ERa_BLA_Agonist_ratio	Tox21_ERa_BLA_Agonist_ratio	regulation of transcription factor activity	steroidal	Toxcast
Tox21_ERa_BLA_Antagonist_ratio	Tox21_ERa_BLA_Antagonist_ratio	regulation of transcription factor activity	steroidal	Toxcast
Tox21_ERa_BLA_Antagonist_viability	Tox21_ERa_BLA_Antagonist_viability	cell proliferation	cytotoxicity	Toxcast
Tox21_ERa_LUC_BG1_Agonist	Tox21_ERa_LUC_BG1_Agonist	regulation of transcription factor activity	steroidal	Toxcast
Tox21_ERa_LUC_BG1_Antagonist	Tox21_ERa_LUC_BG1_Antagonist	regulation of transcription factor activity	steroidal	Toxcast
Tox21_GR_BLA_Agonist_ratio	Tox21_GR_BLA_Agonist_ratio	regulation of transcription factor activity	steroidal	Toxcast
Tox21_GR_BLA_Antagonist_ratio	Tox21_GR_BLA_Antagonist_ratio	regulation of transcription factor activity	steroidal	Toxcast
Tox21_GR_BLA_Antagonist_viability	Tox21_GR_BLA_Antagonist_viability	cell proliferation	cytotoxicity	Toxcast
Tox21_MitochondrialToxicity_ratio	Tox21_MitochondrialToxicity_ratio	mitochondrial depolarization	organelle conformation	Toxcast
Tox21_MitochondrialToxicity_viability	Tox21_MitochondrialToxicity_viability	cell proliferation	cytotoxicity	Toxcast
Tox21_PPARg_BLA_Agonist_ratio	Tox21_PPARg_BLA_Agonist_ratio	regulation of transcription factor activity	non-steroidal	Toxcast
Tox21_TR_LUC_GH3_Agonist	Tox21_TR_LUC_GH3_Agonist	regulation of transcription factor activity	non-steroidal	Toxcast
Tox21_TR_LUC_GH3_Antagonist	Tox21_TR_LUC_GH3_Antagonist	regulation of transcription factor activity	non-steroidal	Toxcast
Tox21_AhR	Tox21_AhR	regulation of transcription factor activity	basic helix-loop-helix protein	Toxcast
Tox21_ARE_BLA_agonist_ratio	Tox21_ARE_BLA_agonist_ratio	regulation of transcription factor activity	basic leucine zipper	Toxcast
Tox21_HSE_BLA_agonist_ratio	Tox21_HSE_BLA_agonist_ratio	regulation of transcription factor activity	heat shock protein	Toxcast
Tox21_p53_BLA_p1_ratio	Tox21_p53_BLA_p1_ratio	regulation of transcription factor activity	tumor suppressor	Toxcast
Tox21_FXR_BLA_agonist_ratio	Tox21_FXR_BLA_agonist_ratio	regulation of transcription factor activity	non-steroidal	Toxcast
Tox21_FXR_BLA_antagonist_ratio	Tox21_FXR_BLA_antagonist_ratio	regulation of transcription factor activity	non-steroidal	Toxcast
Tox21_FXR_BLA_antagonist_viability	Tox21_FXR_BLA_antagonist_viability	cell proliferation	cytotoxicity	Toxcast
Tox21_PPARd_BLA_agonist_ratio	Tox21_PPARd_BLA_agonist_ratio	regulation of transcription factor activity	non-steroidal	Toxcast
Tox21_PPARd_BLA_antagonist_ratio	Tox21_PPARd_BLA_antagonist_ratio	regulation of transcription factor activity	non-steroidal	Toxcast
Tox21_PPARd_BLA_antagonist_viability	Tox21_PPARd_BLA_antagonist_viability	cell proliferation	cytotoxicity	Toxcast
Tox21_PPARg_BLA_antagonist_ratio	Tox21_PPARg_BLA_antagonist_ratio	regulation of transcription factor activity	non-steroidal	Toxcast
Tox21_PPARg_BLA_antagonist_viability	Tox21_PPARg_BLA_antagonist_viability	cell proliferation	cytotoxicity	Toxcast
Tox21_VDR_BLA_agonist_ratio	Tox21_VDR_BLA_agonist_ratio	regulation of transcription factor activity	xenobiotic metabolism	Toxcast
Tox21_VDR_BLA_antagonist_ratio	Tox21_VDR_BLA_antagonist_ratio	regulation of transcription factor activity	xenobiotic metabolism	Toxcast
Tox21_VDR_BLA_antagonist_viability	Tox21_VDR_BLA_antagonist_viability	cell proliferation	cytotoxicity	Toxcast
Tox21_ARE_BLA_agonist_viability	Tox21_ARE_BLA_agonist_viability	cell proliferation	proliferation	Toxcast
Tox21_HSE_BLA_agonist_viability	Tox21_HSE_BLA_agonist_viability	cell proliferation	proliferation	Toxcast
Tox21_p53_BLA_p1_viability	Tox21_p53_BLA_p1_viability	cell proliferation	proliferation	Toxcast
Tox21_FXR_BLA_agonist_viability	Tox21_FXR_BLA_agonist_viability	cell proliferation	proliferation	Toxcast
Tox21_PPARd_BLA_Agonist_viability	Tox21_PPARd_BLA_Agonist_viability	cell proliferation	proliferation	Toxcast
ATG_XTT_Cytotoxicity_up	ATG_XTT_Cytotoxicity_up	cell death	proliferation	Toxcast
Tox21_p53_BLA_p2_ratio	Tox21_p53_BLA_p2_ratio	regulation of transcription factor activity	tumor suppressor	Toxcast
Tox21_p53_BLA_p2_viability	Tox21_p53_BLA_p2_viability	cell proliferation	proliferation	Toxcast
Tox21_p53_BLA_p3_ratio	Tox21_p53_BLA_p3_ratio	regulation of transcription factor activity	tumor suppressor	Toxcast
Tox21_p53_BLA_p3_viability	Tox21_p53_BLA_p3_viability	cell proliferation	proliferation	Toxcast
Tox21_p53_BLA_p4_ratio	Tox21_p53_BLA_p4_ratio	regulation of transcription factor activity	tumor suppressor	Toxcast
Tox21_p53_BLA_p4_viability	Tox21_p53_BLA_p4_viability	cell proliferation	proliferation	Toxcast
Tox21_p53_BLA_p5_ratio	Tox21_p53_BLA_p5_ratio	regulation of transcription factor activity	tumor suppressor	Toxcast
Tox21_p53_BLA_p5_viability	Tox21_p53_BLA_p5_viability	cell proliferation	proliferation	Toxcast
Tox21_VDR_BLA_Agonist_viability	Tox21_VDR_BLA_Agonist_viability	cell proliferation	proliferation	Toxcast
Tox21_ESRE_BLA_ratio	Tox21_ESRE_BLA_ratio	regulation of transcription factor activity	basic leucine zipper	Toxcast
Tox21_ESRE_BLA_viability	Tox21_ESRE_BLA_viability	cell proliferation	proliferation	Toxcast
Tox21_NFkB_BLA_agonist_ratio	Tox21_NFkB_BLA_agonist_ratio	regulation of transcription factor activity	NF-kappa B	Toxcast
Tox21_NFkB_BLA_agonist_viability	Tox21_NFkB_BLA_agonist_viability	cell proliferation	proliferation	Toxcast
C100005	1-Chloro-4-nitrobenzene	Chem	Chem	Chem
C100016	4-Nitroaniline	Chem	Chem	Chem
C100027	4-Nitrophenol	Chem	Chem	Chem
C10016203	alpha-Cyclodextrin	Chem	Chem	Chem
C100210	Terephthalic acid	Chem	Chem	Chem
C10025748	Dysprosium(III) chloride	Chem	Chem	Chem
C100378	N,N-Diethylethanolamine	Chem	Chem	Chem
C10042598	2-Propyl-1-heptanol	Chem	Chem	Chem
C10043353	Boric acid	Chem	Chem	Chem
C100516	Benzyl alcohol	Chem	Chem	Chem
C100549	3-Pyridinecarbonitrile	Chem	Chem	Chem
C100641	Cyclohexanone oxime	Chem	Chem	Chem
C1007289	Deisopropylatrazine	Chem	Chem	Chem
C10081671	4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline	Chem	Chem	Chem
C1008726	Sodium 2-formylbenzenesulfonate	Chem	Chem	Chem
C10094345	1,1-Dimethyl-2-phenylethyl butanoate	Chem	Chem	Chem
C100970	Methenamine	Chem	Chem	Chem
C101020	Triphenyl phosphite	Chem	Chem	Chem
C101053	Anilazine	Chem	Chem	Chem
C101100	Cloprop	Chem	Chem	Chem
C101202	Triclocarban	Chem	Chem	Chem
C101213	Chlorpropham	Chem	Chem	Chem
C101371	2,4,6-Tris(allyloxy)-1,3,5-triazine	Chem	Chem	Chem
C101428	Fenuron	Chem	Chem	Chem
C101463698	Flufenoxuron	Chem	Chem	Chem
C101542	N-Phenyl-1,4-benzenediamine	Chem	Chem	Chem
C101553	p-Bromodiphenyl ether	Chem	Chem	Chem
C101611	4,4'-Methylenebis(N,N-dimethylaniline)	Chem	Chem	Chem
C10161338	17beta-Trenbolone	Chem	Chem	Chem
C101779	4,4'-Methylenedianiline	Chem	Chem	Chem
C101804	4,4'-Oxydianiline	Chem	Chem	Chem
C101815	Diphenylmethane	Chem	Chem	Chem
C101837	Dicyclohexylamine	Chem	Chem	Chem
C101848	Diphenyl oxide	Chem	Chem	Chem
C101860	2-Benzylideneoctanal	Chem	Chem	Chem
C102067	1,3-Diphenylguanidine	Chem	Chem	Chem
C10222012	2,2-Dibromo-3-nitrilopropionamide	Chem	Chem	Chem
C102272	N-Ethyl-3-methylaniline	Chem	Chem	Chem
C102409927	FR073317	Chem	Chem	Chem
C1024573	Heptachlor epoxide	Chem	Chem	Chem
C102603	N,N,N',N'-Tetrakis(2-Hydroxypropyl)ethylenediamine	Chem	Chem	Chem
C10265926	Methamidophos	Chem	Chem	Chem
C102676313	Fadrozole hydrochloride	Chem	Chem	Chem
C102716	Triethanolamine	Chem	Chem	Chem
C102761	Triacetin	Chem	Chem	Chem
C102829	Tributylamine	Chem	Chem	Chem
C103055078	Lufenuron	Chem	Chem	Chem
C103093	2-Ethylhexyl acetate	Chem	Chem	Chem
C1031078	Endosulfan sulfate	Chem	Chem	Chem
C103117	2-Ethylhexyl acrylate	Chem	Chem	Chem
C103231	Di(2-ethylhexyl) adipate	Chem	Chem	Chem
C103242	Bis(2-ethylhexyl) nonanedioate	Chem	Chem	Chem
C103333	Azobenzene	Chem	Chem	Chem
C103344	4,4'-Dithiodimorpholine	Chem	Chem	Chem
C103361097	Flumioxazin	Chem	Chem	Chem
C1034011	Octyl gallate	Chem	Chem	Chem
C103413	Benzyl cinnamate	Chem	Chem	Chem
C103651	Propylbenzene	Chem	Chem	Chem
C103695	N-Ethylaniline	Chem	Chem	Chem
C103764	1-Piperazineethanol	Chem	Chem	Chem
C103902	Acetaminophen	Chem	Chem	Chem
C104098488	Imazapic	Chem	Chem	Chem
C104132	4-Butylaniline	Chem	Chem	Chem
C104206828	Mesotrione	Chem	Chem	Chem
C104405	4-Nonylphenol	Chem	Chem	Chem
C104438	4-Dodecylphenol	Chem	Chem	Chem
C104450	4-Propylanisole	Chem	Chem	Chem
C104518	Butylbenzene	Chem	Chem	Chem
C10453868	Resmethrin	Chem	Chem	Chem
C104541	3-Phenyl-2-propen-1-ol	Chem	Chem	Chem
C104610	gamma-Nonanolactone	Chem	Chem	Chem
C104665	1,2-Diphenoxyethane	Chem	Chem	Chem
C104676	5-Heptyldihydro-2(3H)-furanone	Chem	Chem	Chem
C104767	2-Ethyl-1-hexanol	Chem	Chem	Chem
C104795688	CI-959	Chem	Chem	Chem
C105215	1,4-Heptanolide	Chem	Chem	Chem
C105373	Ethyl propionate	Chem	Chem	Chem
C10540291	Tamoxifen	Chem	Chem	Chem
C105512069	Clodinafop-propargyl mixt.	Chem	Chem	Chem
C105533	Diethyl propanedioate	Chem	Chem	Chem
C105544	Ethyl butyrate	Chem	Chem	Chem
C105555	N,N'-Diethylthiourea	Chem	Chem	Chem
C105602	Caprolactam	Chem	Chem	Chem
C105624860	5HPP-33	Chem	Chem	Chem
C105679	2,4-Dimethylphenol	Chem	Chem	Chem
C105873	Geranyl acetate	Chem	Chem	Chem
C105997	Dibutyl hexanedioate	Chem	Chem	Chem
C10605217	Carbendazim	Chem	Chem	Chem
C1061517621	PharmaGSID_47337	Chem	Chem	Chem
C1062243519	PharmaGSID_48511	Chem	Chem	Chem
C106229	Citronellol	Chem	Chem	Chem
C106230	Citronellal	Chem	Chem	Chem
C106241	Geraniol	Chem	Chem	Chem
C106252	(2Z)-3,7-Dimethylocta-2,6-dien-1-ol	Chem	Chem	Chem
C106274	Isopentyl butyrate	Chem	Chem	Chem
C106309	Ethyl heptanoate	Chem	Chem	Chem
C106434	4-Chlorotoluene	Chem	Chem	Chem
C106445	p-Cresol	Chem	Chem	Chem
C106456	4-Thiocresol	Chem	Chem	Chem
C106467	1,4-Dichlorobenzene	Chem	Chem	Chem
C106478	4-Chloroaniline	Chem	Chem	Chem
C106489	4-Chlorophenol	Chem	Chem	Chem
C106490	4-Methylaniline	Chem	Chem	Chem
C106503	1,4-Benzenediamine	Chem	Chem	Chem
C106650	Dimethyl succinate	Chem	Chem	Chem
C106683	3-Octanone	Chem	Chem	Chem
C1067250	Trimethoxypropylsilane	Chem	Chem	Chem
C1067534	Tris(2-methoxyethoxy)vinylsilane	Chem	Chem	Chem
C106876	4-Vinyl-1-cyclohexene dioxide	Chem	Chem	Chem
C1068967963	SAR102608	Chem	Chem	Chem
C106934	1,2-Dibromoethane	Chem	Chem	Chem
C107071669	Ro 23-7637	Chem	Chem	Chem
C107073	2-Chloroethanol	Chem	Chem	Chem
C107131	Acrylonitrile	Chem	Chem	Chem
C107186	Allyl alcohol	Chem	Chem	Chem
C107200	Chloroacetaldehyde	Chem	Chem	Chem
C107211	Ethylene glycol	Chem	Chem	Chem
C1072157	Sulfuric acid, monononyl ester, sodium salt	Chem	Chem	Chem
C107302	Chloromethyl methyl ether	Chem	Chem	Chem
C107415	2-Methyl-2,4-pentanediol	Chem	Chem	Chem
C107460	Hexamethyldisiloxane	Chem	Chem	Chem
C107517	Octamethyltrisiloxane	Chem	Chem	Chem
C107534963	Tebuconazole	Chem	Chem	Chem
C107540	3,5-Dimethyl-1-hexyn-3-ol	Chem	Chem	Chem
C1076977	1,4-Cyclohexanedicarboxylic acid	Chem	Chem	Chem
C107755	7-Hydroxy-3,7-dimethyloctanal	Chem	Chem	Chem
C107879	2-Pentanone	Chem	Chem	Chem
C107880	1,3-Butanediol	Chem	Chem	Chem
C107926	Butanoic acid	Chem	Chem	Chem
C107982	1-Methoxy-2-propanol	Chem	Chem	Chem
C108010	Dimethylaminoethanol	Chem	Chem	Chem
C108112	4-Methyl-2-pentanol	Chem	Chem	Chem
C108214	Isopropyl acetate	Chem	Chem	Chem
C108327	Propylene carbonate	Chem	Chem	Chem
C108383	1,3-Dimethylbenzene	Chem	Chem	Chem
C108394	m-Cresol	Chem	Chem	Chem
C108419336	Acetic acid, C8-10-branched alkyl esters, C9-rich	Chem	Chem	Chem
C108441	3-Methylaniline	Chem	Chem	Chem
C108452	1,3-Benzenediamine	Chem	Chem	Chem
C108463	Resorcinol	Chem	Chem	Chem
C1085127	Heptylparaben	Chem	Chem	Chem
C108598	Dimethyl malonate	Chem	Chem	Chem
C108678	1,3,5-Trimethylbenzene	Chem	Chem	Chem
C108689	3,5-Dimethylphenol	Chem	Chem	Chem
C108770	2,4,6-Trichloro-s-triazine	Chem	Chem	Chem
C108805	Cyanuric acid	Chem	Chem	Chem
C108838	Diisobutyl ketone	Chem	Chem	Chem
C108918	Cyclohexylamine	Chem	Chem	Chem
C108930	Cyclohexanol	Chem	Chem	Chem
C108941	Cyclohexanone	Chem	Chem	Chem
C108952	Phenol	Chem	Chem	Chem
C108985	Benzenethiol	Chem	Chem	Chem
C108996	3-Methylpyridine	Chem	Chem	Chem
C109024	4-Methylmorpholine	Chem	Chem	Chem
C109433	Dibutyl decanedioate	Chem	Chem	Chem
C109466	N,N'-Dibutylthiourea	Chem	Chem	Chem
C109524	Pentanoic acid	Chem	Chem	Chem
C109557	3-(Dimethylamino)propylamine	Chem	Chem	Chem
C1095905	Methadone hydrochloride	Chem	Chem	Chem
C109773	Propanedinitrile	Chem	Chem	Chem
C109864	2-Methoxyethanol	Chem	Chem	Chem
C110054	Di-tert-butyl peroxide	Chem	Chem	Chem
C110123	5-Methyl-2-hexanone	Chem	Chem	Chem
C110156	Butanedioic acid	Chem	Chem	Chem
C110167	Maleic acid	Chem	Chem	Chem
C110178	Fumaric acid	Chem	Chem	Chem
C110235477	Mepanipyrim	Chem	Chem	Chem
C110258	Oleyl sarcosine	Chem	Chem	Chem
C110269	N,N'-Methylenebisacrylamide	Chem	Chem	Chem
C110270	Isopropyl tetradecanoic acid	Chem	Chem	Chem
C110338	Dihexyl hexanedioate	Chem	Chem	Chem
C110429	Methyl decanoate	Chem	Chem	Chem
C110430	2-Heptanone	Chem	Chem	Chem
C110441	Sorbic acid	Chem	Chem	Chem
C110488705	Dimethomorph	Chem	Chem	Chem
C110623	Pentanal	Chem	Chem	Chem
C110634	1,4-Butanediol	Chem	Chem	Chem
C110656	2-Butyne-1,4-diol	Chem	Chem	Chem
C110690	Butanal oxime	Chem	Chem	Chem
C110736	2-(Ethylamino)ethanol	Chem	Chem	Chem
C110805	2-Ethoxyethanol	Chem	Chem	Chem
C110850	Piperazine	Chem	Chem	Chem
C110872	3,4-Dihydro-2H-pyran	Chem	Chem	Chem
C110918	Morpholine	Chem	Chem	Chem
C110974	Diisopropanolamine	Chem	Chem	Chem
C11099073	Glyceryl stearates	Chem	Chem	Chem
C111115	Methyl octanoate	Chem	Chem	Chem
C111148	Heptanoic acid	Chem	Chem	Chem
C111159	2-Ethoxyethyl acetate	Chem	Chem	Chem
C1111780	Ammonium carbamate	Chem	Chem	Chem
C111206	Decanedioic acid	Chem	Chem	Chem
C111217	Triethylene glycol diacetate	Chem	Chem	Chem
C1112396	Dimethoxydimethylsilane	Chem	Chem	Chem
C111273	1-Hexanol	Chem	Chem	Chem
C111308	Glutaraldehyde	Chem	Chem	Chem
C111400	Diethylenetriamine	Chem	Chem	Chem
C111422	Diethanolamine	Chem	Chem	Chem
C111444	Bis(2-chloroethyl) ether	Chem	Chem	Chem
C111466	Diethylene glycol	Chem	Chem	Chem
C1114712	Pebulate	Chem	Chem	Chem
C111499	Hexamethyleneimine	Chem	Chem	Chem
C111557	1,2-Ethanediol diacetate	Chem	Chem	Chem
C111626	Ethyl oleate	Chem	Chem	Chem
C111693	Hexanedinitrile	Chem	Chem	Chem
C111706	1-Heptanol	Chem	Chem	Chem
C111717	Heptanal	Chem	Chem	Chem
C111762	2-Butoxyethanol	Chem	Chem	Chem
C111773	Diethylene glycol monomethyl ether	Chem	Chem	Chem
C111812589	Fenpyroximate (Z,E)	Chem	Chem	Chem
C111820	Methyl dodecanoate	Chem	Chem	Chem
C111842	Nonane	Chem	Chem	Chem
C1118463	Butyltin trichloride	Chem	Chem	Chem
C111875	1-Octanol	Chem	Chem	Chem
C1118929	N,N-Dimethyloctanamide	Chem	Chem	Chem
C111900	2-(2-Ethoxyethoxy)ethanol	Chem	Chem	Chem
C1119400	Dimethyl glutarate	Chem	Chem	Chem
C111966	Bis(2-methoxyethyl) ether	Chem	Chem	Chem
C111988499	Thiacloprid	Chem	Chem	Chem
C111991094	Nicosulfuron	Chem	Chem	Chem
C1120010	Sodium hexyldecyl sulfate	Chem	Chem	Chem
C1120043	Octadecyl sulfate sodium salt	Chem	Chem	Chem
C112005	Dodecyltrimethylammonium chloride	Chem	Chem	Chem
C1120214	Undecane	Chem	Chem	Chem
C1120361	1-Tetradecene	Chem	Chem	Chem
C112050	Nonanoic acid	Chem	Chem	Chem
C1120714	1,3-Propane sultone	Chem	Chem	Chem
C112072	2-Butoxyethyl acetate	Chem	Chem	Chem
C112129	2-Undecanone	Chem	Chem	Chem
C112141	Octyl acetate	Chem	Chem	Chem
C112185	N,N-Dimethyldodecan-1-amine	Chem	Chem	Chem
C112226616	Halofenozide	Chem	Chem	Chem
C112254	2-(Hexyloxy)ethanol	Chem	Chem	Chem
C112276	Triethylene glycol	Chem	Chem	Chem
C112281773	Tetraconazole	Chem	Chem	Chem
C112301	1-Decanol	Chem	Chem	Chem
C112312	Decanal	Chem	Chem	Chem
C112345	2-(2-Butoxyethoxy)ethanol	Chem	Chem	Chem
C112356	2-[2-(2-Methoxyethoxy)ethoxy]ethanol	Chem	Chem	Chem
C112389	10-Undecenoic acid	Chem	Chem	Chem
C112410238	Tebufenozide	Chem	Chem	Chem
C112425	1-Undecanol	Chem	Chem	Chem
C112492	Triethylene glycol dimethyl ether	Chem	Chem	Chem
C112505	2-[2-(2-Ethoxyethoxy)ethoxy]ethanol	Chem	Chem	Chem
C112529154	Pioglitazone hydrochloride	Chem	Chem	Chem
C112538	1-Dodecanol	Chem	Chem	Chem
C112550	1-Dodecanethiol	Chem	Chem	Chem
C112607	Tetraethylene glycol	Chem	Chem	Chem
C112630	Methyl linoleate	Chem	Chem	Chem
C112709	1-Tridecanol	Chem	Chem	Chem
C112721	1-Tetradecanol	Chem	Chem	Chem
C112733069	Zenarestat	Chem	Chem	Chem
C112801	Oleic acid	Chem	Chem	Chem
C112809515	Letrozole	Chem	Chem	Chem
C113136779	Cyclanilide	Chem	Chem	Chem
C1134232	Cycloate	Chem	Chem	Chem
C113484	MGK-264	Chem	Chem	Chem
C113734182	CP-114271	Chem	Chem	Chem
C114078	Erythromycin	Chem	Chem	Chem
C114261	Propoxur	Chem	Chem	Chem
C114311329	Imazamox	Chem	Chem	Chem
C1143380	Anthralin	Chem	Chem	Chem
C114369436	Fenbuconazole	Chem	Chem	Chem
C115286	Chlorendic acid	Chem	Chem	Chem
C115297	Endosulfan	Chem	Chem	Chem
C115322	Dicofol	Chem	Chem	Chem
C115399	Bromophenol blue	Chem	Chem	Chem
C1156190	Tolazamide	Chem	Chem	Chem
C115775	Pentaerythritol	Chem	Chem	Chem
C115866	Triphenyl phosphate	Chem	Chem	Chem
C115957	Linalyl acetate	Chem	Chem	Chem
C115968	Tris(2-chloroethyl) phosphate	Chem	Chem	Chem
C116029	3,3,5-Trimethylcyclohexanol	Chem	Chem	Chem
C116063	Aldicarb	Chem	Chem	Chem
C116255482	Bromuconazole	Chem	Chem	Chem
C116256	1-(Hydroxymethyl)-5,5-dimethylhydantoin	Chem	Chem	Chem
C1166525	Dodecyl gallate	Chem	Chem	Chem
C116714466	Novaluron	Chem	Chem	Chem
C117088	Tetrachlorophthalic anhydride	Chem	Chem	Chem
C117337196	Fluthiacet-methyl	Chem	Chem	Chem
C117395	Quercetin	Chem	Chem	Chem
C117428225	Picoxystrobin	Chem	Chem	Chem
C117718602	Thiazopyr	Chem	Chem	Chem
C117793	2-Aminoanthraquinone	Chem	Chem	Chem
C117806	Dichlone	Chem	Chem	Chem
C117817	Di(2-ethylhexyl) phthalate	Chem	Chem	Chem
C117840	Dioctyl phthalate	Chem	Chem	Chem
C117997	2-Hydroxybenzophenone	Chem	Chem	Chem
C118134308	Spiroxamine	Chem	Chem	Chem
C118478	1H-Pyrazole-3-carboxylic acid, 4,5-dihydro-5-oxo-1-(4-sulfophenyl)-	Chem	Chem	Chem
C118525	1,3-Dichloro-5,5-dimethylhydantoin	Chem	Chem	Chem
C118558	Phenyl salicylate	Chem	Chem	Chem
C118569	3,3,5-Trimethylcyclohexyl salicylate	Chem	Chem	Chem
C118581	Benzyl salicylate	Chem	Chem	Chem
